女装 | 半身裙 | # --- 10166 | 1031912 | #
五金、工具 | 农用工具 | 锨 --- 59 | 1032474 | 1035498
五金、工具 | 喷涂工具 | # --- 59 | 1035183 | #
五金、工具 | 其他钳工工具 | 钢号码 --- 59 | 10351 | 1035491
五金、工具 | 其他钳工工具 | 刮刀 --- 59 | 10351 | 1035489
五金、工具 | 其他钳工工具 | 管子割刀 --- 59 | 10351 | 1035490
五金、工具 | 其他钳工工具 | 划线器 --- 59 | 10351 | 1035493
五金、工具 | 其他钳工工具 | 其他类型钳工工具 --- 59 | 10351 | 1032403
五金、工具 | 其他钳工工具 | 手动拉铆枪 --- 59 | 10351 | 1035488
五金、工具 | 其他钳工工具 | 弯管器 --- 59 | 10351 | 1035492
五金、工具 | 其他五金工具 | # --- 59 | 1035288 | #
五金、工具 | 起重装卸设备 | 登车桥 --- 59 | 1227 | 1033603
五金、工具 | 起重装卸设备 | 其他起重装卸设备 --- 59 | 1227 | 1033602
五金、工具 | 起重装卸设备 | 起重葫芦 --- 59 | 1227 | 1033604
五金、工具 | 起重装卸设备 | 千斤顶 --- 59 | 1227 | 1032215
五金、工具 | 起重装卸设备 | 升降台 --- 59 | 1227 | 1033606
五金、工具 | 起重装卸设备 | 提升机 --- 59 | 1227 | 1033605
五金、工具 | 气动工具 | 其他气动工具 --- 59 | 10355 | 1035389
五金、工具 | 气动工具 | 气动扳手 --- 59 | 10355 | 1043031
五金、工具 | 气动工具 | 气动铲 --- 59 | 10355 | 1043111
五金、工具 | 气动工具 | 气动吹尘枪 --- 59 | 10355 | 1046985
五金、工具 | 气动工具 | 气动锤 --- 59 | 10355 | 1035390
五金、工具 | 气动工具 | 气动锉 --- 59 | 10355 | 1043113
五金、工具 | 气动工具 | 气动打钉（枪）机 --- 59 | 10355 | 1036019
五金、工具 | 气动工具 | 气动打磨机 --- 59 | 10355 | 1044048
五金、工具 | 气动工具 | 气动捣固机 --- 59 | 10355 | 1043115
五金、工具 | 气动工具 | 气动工具配件 --- 59 | 10355 | 1045095
五金、工具 | 气动工具 | 气动黄油枪 --- 59 | 10355 | 1043054
五金、工具 | 气动工具 | 气动剪 --- 59 | 10355 | 1043109
五金、工具 | 气动工具 | 气动胶枪 --- 59 | 10355 | 1045751
五金、工具 | 气动工具 | 气动锯 --- 59 | 10355 | 1043105
五金、工具 | 气动工具 | 气动刻字笔 --- 59 | 10355 | 124264002
五金、工具 | 气动工具 | 气动拉铆（枪）机 --- 59 | 10355 | 1043042
五金、工具 | 气动工具 | 气动螺丝刀 --- 59 | 10355 | 1043034
五金、工具 | 气动工具 | 气动铆钉枪 --- 59 | 10355 | 1043051
五金、工具 | 气动工具 | 气动抛光机 --- 59 | 10355 | 1046936
五金、工具 | 气动工具 | 气动喷枪 --- 59 | 10355 | 124190013
五金、工具 | 气动工具 | 气动钳子 --- 59 | 10355 | 1043041
五金、工具 | 气动工具 | 气动切割机 --- 59 | 10355 | 1043114
五金、工具 | 气动工具 | 气动砂轮机 --- 59 | 10355 | 124190010
五金、工具 | 气动工具 | 气动钻 --- 59 | 10355 | 1036043
五金、工具 | 气动工具 | 气镐 --- 59 | 10355 | 1043103
五金、工具 | 气焊、气割器材 | 回火防止器 --- 59 | 1032366 | 1035350
五金、工具 | 气焊、气割器材 | 瓶阀 --- 59 | 1032366 | 1035352
五金、工具 | 气焊、气割器材 | 其他气焊、气割器材 --- 59 | 1032366 | 1035349
五金、工具 | 气焊、气割器材 | 气瓶 --- 59 | 1032366 | 1035353
五金、工具 | 钳类工具 | 剥线钳 --- 59 | 123928001 | 123924003
五金、工具 | 钳类工具 | 大力钳 --- 59 | 123928001 | 123924005
五金、工具 | 钳类工具 | 断线钳 --- 59 | 123928001 | 123924002
五金、工具 | 钳类工具 | 钢丝钳 --- 59 | 123928001 | 123930001
五金、工具 | 钳类工具 | 管子钳 --- 59 | 123928001 | 123928002
五金、工具 | 钳类工具 | 尖嘴钳 --- 59 | 123928001 | 124270002
五金、工具 | 钳类工具 | 卡簧钳 --- 59 | 123928001 | 123924004
五金、工具 | 钳类工具 | 鲤鱼钳 --- 59 | 123928001 | 123930002
五金、工具 | 钳类工具 | 其他钳类工具 --- 59 | 123928001 | 1042746
五金、工具 | 钳类工具 | 水泵钳 --- 59 | 123928001 | 123924006
五金、工具 | 钳类工具 | 斜口钳 --- 59 | 123928001 | 124264007
五金、工具 | 钳类工具 | 压接钳 --- 59 | 123928001 | 123932001
五金、工具 | 撬棍、起钉器 | # --- 59 | 1035298 | #
五金、工具 | 日用五金 | # --- 59 | 1036018 | #
五金、工具 | 手动扳手 | 管子扳手 --- 59 | 123926004 | 123924014
五金、工具 | 手动扳手 | 活扳手 --- 59 | 123926004 | 123928004
五金、工具 | 手动扳手 | 棘轮扳手 --- 59 | 123926004 | 123936004
五金、工具 | 手动扳手 | 两用扳手 --- 59 | 123926004 | 123926006
五金、工具 | 手动扳手 | 梅花扳手 --- 59 | 123926004 | 123934004
五金、工具 | 手动扳手 | 内六角扳手 --- 59 | 123926004 | 123936005
五金、工具 | 手动扳手 | 扭力扳手 --- 59 | 123926004 | 123926005
五金、工具 | 手动扳手 | 其他手动扳手 --- 59 | 123926004 | 1035574
五金、工具 | 手动扳手 | 手动扳手套装 --- 59 | 123926004 | 123932007
五金、工具 | 手动扳手 | 套筒扳手 --- 59 | 123926004 | 123924012
五金、工具 | 手动扳手 | 套筒扳手附件 --- 59 | 123926004 | 123924013
五金、工具 | 手动螺丝刀 | 六角螺丝刀 --- 59 | 123924001 | 123934002
五金、工具 | 手动螺丝刀 | 梅花螺丝刀 --- 59 | 123924001 | 123930004
五金、工具 | 手动螺丝刀 | 米字螺丝刀 --- 59 | 123924001 | 123924010
五金、工具 | 手动螺丝刀 | 其他手动螺丝刀 --- 59 | 123924001 | 1035537
五金、工具 | 手动螺丝刀 | 十字螺丝刀 --- 59 | 123924001 | 123932006
五金、工具 | 手动螺丝刀 | 手动螺丝批套装 --- 59 | 123924001 | 123934003
五金、工具 | 手动螺丝刀 | 星型螺丝刀 --- 59 | 123924001 | 123936003
五金、工具 | 手动螺丝刀 | 旋具头及组套 --- 59 | 123924001 | 124268002
五金、工具 | 手动螺丝刀 | 一字螺丝刀 --- 59 | 123924001 | 123926001
五金、工具 | 索具 | 吊带 --- 59 | 121192003 | 121192008
五金、工具 | 索具 | 吊梁 --- 59 | 121192003 | 121192009
五金、工具 | 索具 | 吊装绳带 --- 59 | 121192003 | 121190008
五金、工具 | 索具 | 花篮螺丝 --- 59 | 121192003 | 121192007
五金、工具 | 索具 | 连接环 --- 59 | 121192003 | 121188009
五金、工具 | 索具 | 其他索具 --- 59 | 121192003 | 1035629
五金、工具 | 索具 | 起重滑车 --- 59 | 121192003 | 121190007
五金、工具 | 索具 | 起重链条 --- 59 | 121192003 | 121186007
五金、工具 | 索具 | 起重钳 --- 59 | 121192003 | 121188006
五金、工具 | 索具 | 收紧器 --- 59 | 121192003 | 121190009
五金、工具 | 索具 | 套环 --- 59 | 121192003 | 121186006
五金、工具 | 索具 | 旋转环 --- 59 | 121192003 | 121188008
五金、工具 | 通用五金配件 | 吊钩、抓钩 --- 59 | 10353 | 1035380
五金、工具 | 通用五金配件 | 斗齿 --- 59 | 10353 | 1035385
五金、工具 | 通用五金配件 | 钢珠、滚珠 --- 59 | 10353 | 1035379
五金、工具 | 通用五金配件 | 管夹 --- 59 | 10353 | 1035387
五金、工具 | 通用五金配件 | 滚筒 --- 59 | 10353 | 1035388
五金、工具 | 通用五金配件 | 滑轮 --- 59 | 10353 | 141909
五金、工具 | 通用五金配件 | 脚轮 --- 59 | 10353 | 1032470
五金、工具 | 通用五金配件 | 接头 --- 59 | 10353 | 1032401
五金、工具 | 通用五金配件 | 井盖 --- 59 | 10353 | 141908
五金、工具 | 通用五金配件 | 卡箍、抱箍 --- 59 | 10353 | 1035378
五金、工具 | 通用五金配件 | 炉头 --- 59 | 10353 | 1035386
五金、工具 | 通用五金配件 | 喷嘴、喷头 --- 59 | 10353 | 1035382
五金、工具 | 通用五金配件 | 其他通用五金配件 --- 59 | 10353 | 1035376
五金、工具 | 通用五金配件 | 托辊 --- 59 | 10353 | 1035384
五金、工具 | 通用五金配件 | 卸扣 --- 59 | 10353 | 1035383
五金、工具 | 通用五金配件 | 直通 --- 59 | 10353 | 1035381
五金、工具 | 通用五金配件 | 轴瓦 --- 59 | 10353 | 1035377
五金、工具 | 维护工具 | 充气泵 --- 59 | 3305 | 1032216
五金、工具 | 维护工具 | 打蜡机 --- 59 | 3305 | 1032213
五金、工具 | 维护工具 | 工具套件 --- 59 | 3305 | 1032212
五金、工具 | 维护工具 | 绞盘 --- 59 | 3305 | 1036931
五金、工具 | 维护工具 | 卷管器 --- 59 | 3305 | 124256013
五金、工具 | 维护工具 | 其他维护工具 --- 59 | 3305 | 1032209
五金、工具 | 维护工具 | 清洗机 --- 59 | 3305 | 1036027
五金、工具 | 维护工具 | 手动黄油枪 --- 59 | 3305 | 1036839
五金、工具 | 维护工具 | 胎压计 --- 59 | 3305 | 1032211
五金、工具 | 维护工具 | 拖车绳 --- 59 | 3305 | 1032210
五金、工具 | 维修设备 | 扒胎机 --- 59 | 3303 | 1032207
五金、工具 | 维修设备 | 钣金设备 --- 59 | 3303 | 1036026
五金、工具 | 维修设备 | 补胎机 --- 59 | 3303 | 1032203
五金、工具 | 维修设备 | 拆胎机 --- 59 | 3303 | 1032204
五金、工具 | 维修设备 | 焊接设备 --- 59 | 3303 | 1032202
五金、工具 | 维修设备 | 举升机 --- 59 | 3303 | 1032208
五金、工具 | 维修设备 | 烤漆房 --- 59 | 3303 | 1032206
五金、工具 | 维修设备 | 烤漆机 --- 59 | 3303 | 1032205
五金、工具 | 维修设备 | 其他维修设备 --- 59 | 3303 | 1032201
五金、工具 | 维修设备 | 校正仪 --- 59 | 3303 | 1036025
五金、工具 | 五金工具代理加盟 | # --- 59 | 1035440 | #
五金、工具 | 洗车工具 | 车载洗车器 --- 59 | 121500003 | 121486006
五金、工具 | 洗车工具 | 其他洗车工具 --- 59 | 121500003 | 1032214
五金、工具 | 洗车工具 | 汽车拖把 --- 59 | 121500003 | 121504009
五金、工具 | 洗车工具 | 洗车水枪 --- 59 | 121500003 | 121494018
五金、工具 | 液压工具 | 其他液压工具 --- 59 | 124194006 | 1036783
五金、工具 | 液压工具 | 液压拉马 --- 59 | 124194006 | 124196004
五金、工具 | 液压工具 | 液压压线钳 --- 59 | 124194006 | 124196003
五金、工具 | 园林五金工具 | 高压水枪 --- 59 | 1047258 | 1047259
五金、工具 | 园林五金工具 | 割草机 --- 59 | 1047258 | 124186011
五金、工具 | 园林五金工具 | 篱笆剪 --- 59 | 1047258 | 124186008
五金、工具 | 园林五金工具 | 其他园林五金工具 --- 59 | 1047258 | 1047268
五金、工具 | 凿 | # --- 59 | 1035296 | #
五金、工具 | 组合工具 | 电讯组合工具 --- 59 | 1046977 | 1046978
五金、工具 | 组合工具 | 机修组合工具 --- 59 | 1046977 | 1046983
五金、工具 | 组合工具 | 家用组合工具 --- 59 | 1046977 | 1046982
五金、工具 | 组合工具 | 随车组合工具 --- 59 | 1046977 | 1046984
五金、工具 | 组合工具 | 综合性组合工具 --- 59 | 1046977 | 124190003
箱包皮具 | 电脑包 | # --- 1042954 | 1031747 | #
箱包皮具 | 护照夹、证件夹 | # --- 1042954 | 1037379 | #
箱包皮具 | 卡包卡套 | # --- 1042954 | 1045062 | #
箱包皮具 | 乐器箱包 | # --- 1042954 | 1037352 | #
箱包皮具 | 女包 | 化妆包 --- 1042954 | 124016002 | 1037363
箱包皮具 | 女包 | 化妆箱 --- 1042954 | 124016002 | 1031740
箱包皮具 | 女包 | 妈咪包 --- 1042954 | 124016002 | 1041764
箱包皮具 | 女包 | 女式手拿包 --- 1042954 | 124016002 | 124020002
箱包皮具 | 女包 | 女式双肩包 --- 1042954 | 124016002 | 124022001
箱包皮具 | 女包 | 其他女包 --- 1042954 | 124016002 | 1037979
箱包皮具 | 女包 | 手提包、单肩包、斜挎包 --- 1042954 | 124016002 | 124020001
箱包皮具 | 女包 | 晚宴包 --- 1042954 | 124016002 | 1037360
箱包皮具 | 其他包 | # --- 1042954 | 1037354 | #
箱包皮具 | 其他袋 | # --- 1042954 | 1037365 | #
箱包皮具 | 其他箱 | # --- 1042954 | 1037344 | #
箱包皮具 | 钱包、钥匙包 | 零钱包 --- 1042954 | 122228002 | 122206002
箱包皮具 | 钱包、钥匙包 | 钱包 --- 1042954 | 122228002 | 1031751
箱包皮具 | 钱包、钥匙包 | 手机包 --- 1042954 | 122228002 | 122218002
箱包皮具 | 钱包、钥匙包 | 钥匙包 --- 1042954 | 122228002 | 122232001
箱包皮具 | 商务包 | # --- 1042954 | 1037361 | #
箱包皮具 | 摄影包 | # --- 1042954 | 1036596 | #
箱包皮具 | 书包 | # --- 1042954 | 1031750 | #
箱包皮具 | 休闲男包 | 时尚休闲男包 --- 1042954 | 121658001 | 121660001
项目合作 | 安全防护产品项目合作 | # --- 73 | 10541 | #
项目合作 | 办公、文教项目合作 | # --- 73 | 10542 | #
项目合作 | 包装项目合作 | # --- 73 | 10543 | #
项目合作 | 保健项目合作 | # --- 73 | 1033300 | #
项目合作 | 不动产项目合作 | # --- 73 | 290331 | #
项目合作 | 出版项目合作 | # --- 73 | 1034100 | #
项目合作 | 传媒、广电项目合作 | # --- 73 | 1036607 | #
项目合作 | 地区、政府招商引资 | # --- 73 | 290333 | #
项目合作 | 电工电气项目合作 | # --- 73 | 290305 | #
项目合作 | 电脑项目合作 | # --- 73 | 1033238 | #
项目合作 | 电子项目合作 | # --- 73 | 1034824 | #
项目合作 | 纺织皮革相关项目合作 | # --- 73 | 290304 | #
项目合作 | 服饰项目合作 | # --- 73 | 1034448 | #
项目合作 | 服务项目合作 | # --- 73 | 290328 | #
项目合作 | 服装项目合作 | # --- 73 | 290303 | #
项目合作 | 工艺礼品项目合作 | # --- 73 | 10544 | #
项目合作 | 化工项目合作 | # --- 73 | 290308 | #
项目合作 | 环保项目合作 | # --- 73 | 290311 | #
项目合作 | 机械项目合作 | # --- 73 | 290314 | #
项目合作 | 技术合作 | # --- 73 | 2901 | #
项目合作 | 家电项目合作 | # --- 73 | 290306 | #
项目合作 | 家居用品项目合作 | # --- 73 | 290315 | #
项目合作 | 建筑项目合作 | # --- 73 | 290313 | #
项目合作 | 交通工具项目合作 | # --- 73 | 290312 | #
项目合作 | 精细化工项目合作 | # --- 73 | 1034588 | #
项目合作 | 矿业项目合作 | # --- 73 | 1033366 | #
项目合作 | 旅游项目合作 | # --- 73 | 290332 | #
项目合作 | 能源项目合作 | # --- 73 | 290310 | #
项目合作 | 农林牧渔项目合作 | # --- 73 | 290301 | #
项目合作 | 其他项目合作 | # --- 73 | 290399 | #
项目合作 | 汽摩及配件项目合作 | # --- 73 | 1036608 | #
项目合作 | 食品饮料项目合作 | # --- 73 | 290302 | #
项目合作 | 体育运动项目合作 | # --- 73 | 10539 | #
项目合作 | 玩具项目合作 | # --- 73 | 1031836 | #
项目合作 | 五金工具项目合作 | # --- 73 | 1035441 | #
项目合作 | 信息技术项目合作 | # --- 73 | 290307 | #
项目合作 | 冶金项目合作 | # --- 73 | 290309 | #
项目合作 | 医药项目合作 | # --- 73 | 290316 | #
项目合作 | 印刷项目合作 | # --- 73 | 1034095 | #
项目合作 | 影视节目合作 | # --- 73 | 1034147 | #
项目合作 | 娱乐休闲项目合作 | # --- 73 | 1033448 | #
项目合作 | 招标、投标 | # --- 73 | 2907 | #
项目合作 | 照明器材项目合作 | # --- 73 | 1034981 | #
项目合作 | 纸及纸品项目合作 | # --- 73 | 1032933 | #
项目合作 | 转让 | 产权债权转让 --- 73 | 1036079 | 2837
项目合作 | 转让 | 技术转让 --- 73 | 1036079 | 1032074
项目合作 | 转让 | 其他转让 --- 73 | 1036079 | 1036080
项目合作 | 转让 | 商标转让 --- 73 | 1036079 | 1032073
项目合作 | 转让 | 专利版权转让 --- 73 | 1036079 | 177
项目合作 | 资金合作 | # --- 73 | 1036649 | #
项目合作 | 租赁服务 | 场地租赁 --- 73 | 88 | 1035669
项目合作 | 租赁服务 | 其他租赁 --- 73 | 88 | 1035671
项目合作 | 租赁服务 | 设备租赁 --- 73 | 88 | 1035670
橡塑 | 电子用塑胶制品 | 电子塑胶零件 --- 55 | 1047322 | 1047325
橡塑 | 电子用塑胶制品 | 其他电子用塑胶制品 --- 55 | 1047322 | 1047326
橡塑 | 电子用塑胶制品 | 塑胶外壳 --- 55 | 1047322 | 1047323
橡塑 | 废塑料 | # --- 55 | 1042605 | #
橡塑 | 工程塑料 | AES --- 55 | 1031642 | 1037232
橡塑 | 工程塑料 | AS --- 55 | 1031642 | 1036947
橡塑 | 工程塑料 | ASA --- 55 | 1031642 | 1036945
橡塑 | 工程塑料 | CA --- 55 | 1031642 | 1041762
橡塑 | 工程塑料 | CAB --- 55 | 1031642 | 1036946
橡塑 | 工程塑料 | CAP --- 55 | 1031642 | 1047908
橡塑 | 工程塑料 | COC --- 55 | 1031642 | 1037222
橡塑 | 工程塑料 | CPE --- 55 | 1031642 | 1037223
橡塑 | 工程塑料 | CPVC --- 55 | 1031642 | 1037040
橡塑 | 工程塑料 | EAA --- 55 | 1031642 | 1041107
橡塑 | 工程塑料 | EBA --- 55 | 1031642 | 1047909
橡塑 | 工程塑料 | EEA --- 55 | 1031642 | 1047910
橡塑 | 工程塑料 | EMA --- 55 | 1031642 | 1041108
橡塑 | 工程塑料 | EPS --- 55 | 1031642 | 1047911
橡塑 | 工程塑料 | EVA --- 55 | 1031642 | 1034904
橡塑 | 工程塑料 | EVOH --- 55 | 1031642 | 1037231
橡塑 | 工程塑料 | FEP --- 55 | 1031642 | 1037224
橡塑 | 工程塑料 | K胶 --- 55 | 1031642 | 1036941
橡塑 | 工程塑料 | LCP --- 55 | 1031642 | 1036449
橡塑 | 工程塑料 | LMDPE --- 55 | 1031642 | 1047912
橡塑 | 工程塑料 | MABS --- 55 | 1031642 | 1047913
橡塑 | 工程塑料 | MBS --- 55 | 1031642 | 1037225
橡塑 | 工程塑料 | MDPE --- 55 | 1031642 | 1041109
橡塑 | 工程塑料 | MLLDPE --- 55 | 1031642 | 1041110
橡塑 | 工程塑料 | MPPO --- 55 | 1031642 | 1041111
橡塑 | 工程塑料 | MS --- 55 | 1031642 | 1037226
橡塑 | 工程塑料 | PA1010 --- 55 | 1031642 | 1042770
橡塑 | 工程塑料 | PA11 --- 55 | 1031642 | 1042775
橡塑 | 工程塑料 | PA12 --- 55 | 1031642 | 1042771
橡塑 | 工程塑料 | PA46 --- 55 | 1031642 | 1042772
橡塑 | 工程塑料 | PA6 --- 55 | 1031642 | 1042768
橡塑 | 工程塑料 | PA610 --- 55 | 1031642 | 1042769
橡塑 | 工程塑料 | PA612 --- 55 | 1031642 | 1043452
橡塑 | 工程塑料 | PA66 --- 55 | 1031642 | 1042767
橡塑 | 工程塑料 | PA6T --- 55 | 1031642 | 1042773
橡塑 | 工程塑料 | PA9T --- 55 | 1031642 | 1042774
橡塑 | 工程塑料 | PAI --- 55 | 1031642 | 1047914
橡塑 | 工程塑料 | PAMXD6 --- 55 | 1031642 | 1047915
橡塑 | 工程塑料 | PBT --- 55 | 1031642 | 1034894
橡塑 | 工程塑料 | PC --- 55 | 1031642 | 1034901
橡塑 | 工程塑料 | PCT --- 55 | 1031642 | 1047916
橡塑 | 工程塑料 | PCTA --- 55 | 1031642 | 1037227
橡塑 | 工程塑料 | PCTG --- 55 | 1031642 | 1037253
橡塑 | 工程塑料 | PEEK --- 55 | 1031642 | 1036450
橡塑 | 工程塑料 | PEI --- 55 | 1031642 | 1036451
橡塑 | 工程塑料 | PES --- 55 | 1031642 | 1034898
橡塑 | 工程塑料 | PET --- 55 | 1031642 | 1034905
橡塑 | 工程塑料 | PETG --- 55 | 1031642 | 1036729
橡塑 | 工程塑料 | PF --- 55 | 1031642 | 1037228
橡塑 | 工程塑料 | PFA --- 55 | 1031642 | 1036444
橡塑 | 工程塑料 | PI --- 55 | 1031642 | 1036452
橡塑 | 工程塑料 | PLA --- 55 | 1031642 | 1041112
橡塑 | 工程塑料 | PMMA --- 55 | 1031642 | 1034893
橡塑 | 工程塑料 | POE --- 55 | 1031642 | 1036445
橡塑 | 工程塑料 | POM --- 55 | 1031642 | 1034896
橡塑 | 工程塑料 | POP --- 55 | 1031642 | 1047917
橡塑 | 工程塑料 | PP-B --- 55 | 1031642 | 1047918
橡塑 | 工程塑料 | PP-R --- 55 | 1031642 | 1037230
橡塑 | 工程塑料 | PPA --- 55 | 1031642 | 1037229
橡塑 | 工程塑料 | PPC --- 55 | 1031642 | 1041113
橡塑 | 工程塑料 | PPE --- 55 | 1031642 | 1036446
橡塑 | 工程塑料 | PPO --- 55 | 1031642 | 1034897
橡塑 | 工程塑料 | PPS --- 55 | 1031642 | 1034902
橡塑 | 工程塑料 | PPSU --- 55 | 1031642 | 1041126
橡塑 | 工程塑料 | PSU --- 55 | 1031642 | 1036943
橡塑 | 工程塑料 | PTFE --- 55 | 1031642 | 1034900
橡塑 | 工程塑料 | PTT --- 55 | 1031642 | 1036942
橡塑 | 工程塑料 | PU --- 55 | 1031642 | 1034899
橡塑 | 工程塑料 | PUR --- 55 | 1031642 | 1047919
橡塑 | 工程塑料 | PVDC --- 55 | 1031642 | 1047923
橡塑 | 工程塑料 | PVDF --- 55 | 1031642 | 1036448
橡塑 | 工程塑料 | SMMA --- 55 | 1031642 | 1047920
橡塑 | 工程塑料 | SPS --- 55 | 1031642 | 1036447
橡塑 | 工程塑料 | TPX --- 55 | 1031642 | 1036944
橡塑 | 工程塑料 | TSC --- 55 | 1031642 | 1047922
橡塑 | 工程塑料 | UHMWPE --- 55 | 1031642 | 1047921
橡塑 | 工程塑料 | ULDPE --- 55 | 1031642 | 1047924
橡塑 | 工程塑料 | 其他工程塑料 --- 55 | 1031642 | 1034891
橡塑 | 工程塑料 | 沙林树脂 --- 55 | 1031642 | 1041114
橡塑 | 工农业用塑料制品 | # --- 55 | 10392 | #
橡塑 | 工业用橡胶制品 | # --- 55 | 1031654 | #
橡塑 | 合成橡胶 | 丁苯橡胶 --- 55 | 1031644 | 1034939
橡塑 | 合成橡胶 | 丁基橡胶 --- 55 | 1031644 | 1034934
橡塑 | 合成橡胶 | 丁腈橡胶 --- 55 | 1031644 | 1034935
橡塑 | 合成橡胶 | 氟橡胶 --- 55 | 1031644 | 1034932
橡塑 | 合成橡胶 | 硅橡胶 --- 55 | 1031644 | 1034933
橡塑 | 合成橡胶 | 聚氨酯橡胶 --- 55 | 1031644 | 1034931
橡塑 | 合成橡胶 | 聚硫橡胶 --- 55 | 1031644 | 1031645
橡塑 | 合成橡胶 | 氯丁橡胶 --- 55 | 1031644 | 1034937
橡塑 | 合成橡胶 | 其他合成橡胶 --- 55 | 1031644 | 10395
橡塑 | 合成橡胶 | 顺丁橡胶 --- 55 | 1031644 | 1034938
橡塑 | 合成橡胶 | 乙丙橡胶 --- 55 | 1031644 | 1034936
橡塑 | 合成橡胶 | 异戊橡胶 --- 55 | 1031644 | 1036790
橡塑 | 轮胎 | 电动车轮胎 --- 55 | 10113 | 1034945
橡塑 | 轮胎 | 工程机械轮胎 --- 55 | 10113 | 1034941
橡塑 | 轮胎 | 工具车轮胎 --- 55 | 10113 | 1040125
橡塑 | 轮胎 | 摩托车轮胎 --- 55 | 10113 | 1034942
橡塑 | 轮胎 | 农用车轮胎 --- 55 | 10113 | 1034943
橡塑 | 轮胎 | 其他轮胎 --- 55 | 10113 | 1034940
橡塑 | 轮胎 | 汽车轮胎 --- 55 | 10113 | 1034944
橡塑 | 母料 | 功能性母料 --- 55 | 1044095 | 1044105
橡塑 | 母料 | 其他母料 --- 55 | 1044095 | 1044107
橡塑 | 母料 | 色母料 --- 55 | 1044095 | 1031641
橡塑 | 母料 | 填充母料 --- 55 | 1044095 | 1044099
橡塑 | 农业用橡胶制品 | # --- 55 | 10397 | #
橡塑 | 泡沫塑料 | # --- 55 | 10386 | #
橡塑 | 其他塑料制品 | # --- 55 | 10393 | #
橡塑 | 其他未分类 | # --- 55 | 1034556 | #
橡塑 | 其他橡胶制品 | # --- 55 | 10399 | #
橡塑 | 汽车用塑胶制品 | # --- 55 | 1046279 | #
橡塑 | 热塑性弹性体 | SBS --- 55 | 1034596 | 1034601
橡塑 | 热塑性弹性体 | SEBS --- 55 | 1034596 | 1034599
橡塑 | 热塑性弹性体 | SEPS --- 55 | 1034596 | 1034598
橡塑 | 热塑性弹性体 | SIS --- 55 | 1034596 | 1034600
橡塑 | 热塑性弹性体 | TPE --- 55 | 1034596 | 1034605
橡塑 | 热塑性弹性体 | TPEE --- 55 | 1034596 | 1034604
橡塑 | 热塑性弹性体 | TPO --- 55 | 1034596 | 1041115
橡塑 | 热塑性弹性体 | TPR --- 55 | 1034596 | 1034603
橡塑 | 热塑性弹性体 | TPU --- 55 | 1034596 | 1034606
橡塑 | 热塑性弹性体 | TPV --- 55 | 1034596 | 1034602
橡塑 | 热塑性弹性体 | 其他热塑性弹性体 --- 55 | 1034596 | 1034597
橡塑 | 生活日用橡胶制品 | # --- 55 | 10272 | #
橡塑 | 塑胶零件、配件 | # --- 55 | 1037250 | #
橡塑 | 塑胶容器 | 杯状塑制品 --- 55 | 1040298 | 1040354
橡塑 | 塑胶容器 | 吹塑容器 --- 55 | 1040298 | 1040323
橡塑 | 塑胶容器 | 袋状塑制品 --- 55 | 1040298 | 1040353
橡塑 | 塑胶容器 | 滚塑容器 --- 55 | 1040298 | 1040355
橡塑 | 塑胶容器 | 化工容器 --- 55 | 1040298 | 1040299
橡塑 | 塑胶容器 | 其他塑胶容器 --- 55 | 1040298 | 1040359
橡塑 | 塑胶容器 | 塑胶储物箱 --- 55 | 1040298 | 1040336
橡塑 | 塑胶容器 | 橡塑垃圾容器 --- 55 | 1040298 | 1040315
橡塑 | 塑料板 | ABS塑料板 --- 55 | 1045905 | 1045921
橡塑 | 塑料板 | PC塑料板 --- 55 | 1045905 | 1045911
橡塑 | 塑料板 | PEEK塑料板 --- 55 | 1045905 | 1045926
橡塑 | 塑料板 | PE塑料板 --- 55 | 1045905 | 1045913
橡塑 | 塑料板 | PMMA塑料板 --- 55 | 1045905 | 1045924
橡塑 | 塑料板 | POM塑料板 --- 55 | 1045905 | 1045922
橡塑 | 塑料板 | PP塑料板 --- 55 | 1045905 | 1045912
橡塑 | 塑料板 | PS塑料板 --- 55 | 1045905 | 1045923
橡塑 | 塑料板 | PTFE塑料板 --- 55 | 1045905 | 1045925
橡塑 | 塑料板 | PVC塑料板 --- 55 | 1045905 | 1045916
橡塑 | 塑料板 | PVDF塑料板 --- 55 | 1045905 | 1045927
橡塑 | 塑料板 | 尼龙塑料板 --- 55 | 1045905 | 1048105
橡塑 | 塑料板 | 其他塑料板 --- 55 | 1045905 | 1045928
橡塑 | 塑料棒、塑料条 | # --- 55 | 1034591 | #
橡塑 | 塑料薄膜 | 安全膜 --- 55 | 10388 | 1036854
橡塑 | 塑料薄膜 | 包装薄膜 --- 55 | 10388 | 1034922
橡塑 | 塑料薄膜 | 分离薄膜 --- 55 | 10388 | 1034918
橡塑 | 塑料薄膜 | 功能薄膜 --- 55 | 10388 | 1034920
橡塑 | 塑料薄膜 | 建筑膜 --- 55 | 10388 | 1036853
橡塑 | 塑料薄膜 | 降解薄膜 --- 55 | 10388 | 1034919
橡塑 | 塑料薄膜 | 聚酯薄膜 --- 55 | 10388 | 1046277
橡塑 | 塑料薄膜 | 离型膜 --- 55 | 10388 | 1036890
橡塑 | 塑料薄膜 | 农用薄膜 --- 55 | 10388 | 1034921
橡塑 | 塑料薄膜 | 其他塑料薄膜 --- 55 | 10388 | 1034917
